-0.473811304	-0.062713694	0
-0.381645223	-0.391783356	0
0.478177421	0.495544435	0
0.089811057	-0.46363034	0
-0.415261309	-0.451356725	0
0.072793161	-0.277739747	0
-0.155575665	-0.164778789	0
-0.41915589	0.175267257	0
-0.165925562	0.296472121	0
-0.143222041	-0.094067026	0
1.280057969	0.772040078	1
1.317180941	1.042712361	1
0.715805902	0.535956303	1
0.99764637	1.413942267	1
0.815756237	0.717541037	1
0.868230644	0.9747011	1
0.950303781	0.551799748	1
1.478382567	0.663284905	1
1.309006061	1.198095042	1
0.914606108	1.220138534	1
